ID,DATE,BOROUGH,LAT,LON,NUM_CASUALTIES,NUM_FATAL,NUM_SERIOUS,NUM_SLIGHT
741975,2019-12-21T19:20:00Z,Bromley,51.395792,0.02521,1,0,0,1
460589,2008-09-20T11:10:00Z,Bromley,51.44127,0.030833,1,0,1,0
89449,2008-09-20T11:10:00Z,Bromley,51.44127,0.030833,1,0,1,0
160608,2011-10-02T13:30:00Z,Bromley,51.378727,0.017717,1,0,0,1
531748,2011-10-02T13:30:00Z,Bromley,51.378727,0.017717,1,0,0,1
629752,2015-09-07T16:04:00Z,Bromley,51.360625,0.065616,1,0,0,1
258612,2015-09-07T16:04:00Z,Bromley,51.360625,0.065616,1,0,0,1
232855,2014-03-01T12:26:00Z,Bromley,51.389758,0.050542,1,0,0,1
603995,2014-03-01T12:26:00Z,Bromley,51.389758,0.050542,1,0,0,1
208142,2013-10-23T09:00:00Z,Bromley,51.408897,-0.043217,1,0,0,1
579282,2013-10-23T09:00:00Z,Bromley,51.408897,-0.043217,1,0,0,1
336059,2018-02-17T11:30:00Z,Bromley,51.354188,0.006585,1,0,1,0
707199,2018-02-17T11:30:00Z,Bromley,51.354188,0.006585,1,0,1,0
135726,2010-03-24T11:54:00Z,Bromley,51.411691,-0.048994,1,0,0,1
506866,2010-03-24T11:54:00Z,Bromley,51.411691,-0.048994,1,0,0,1
136248,2010-08-26T22:38:00Z,Bromley,51.417768,0.016991,1,0,0,1
507388,2010-08-26T22:38:00Z,Bromley,51.417768,0.016991,1,0,0,1
310389,2017-12-19T13:20:00Z,Bromley,51.415248,-0.025113,1,0,0,1
681529,2017-12-19T13:20:00Z,Bromley,51.415248,-0.025113,1,0,0,1
207916,2013-06-26T06:10:00Z,Bromley,51.382198,0.040576,1,0,0,1
579056,2013-06-26T06:10:00Z,Bromley,51.382198,0.040576,1,0,0,1
483167,2009-03-19T09:35:00Z,Bromley,51.394943,0.02648,1,0,0,1
112027,2009-03-19T09:35:00Z,Bromley,51.394943,0.02648,1,0,0,1
42315,2006-11-17T17:50:00Z,Bromley,51.414125,-0.033215,1,0,0,1
413455,2006-11-17T17:50:00Z,Bromley,51.414125,-0.033215,1,0,0,1
160481,2011-07-19T13:28:00Z,Bromley,51.414125,-0.033215,1,0,0,1
531621,2011-07-19T13:28:00Z,Bromley,51.414125,-0.033215,1,0,0,1
208072,2013-09-20T06:15:00Z,Bromley,51.414125,-0.033215,1,0,0,1
579212,2013-09-20T06:15:00Z,Bromley,51.414125,-0.033215,1,0,0,1
629505,2015-05-06T17:23:00Z,Bromley,51.414485,-0.043985,1,0,1,0
258365,2015-05-06T17:23:00Z,Bromley,51.414485,-0.043985,1,0,1,0
160858,2011-12-17T13:35:00Z,Bromley,51.406651,0.02024,1,0,1,0
531998,2011-12-17T13:35:00Z,Bromley,51.406651,0.02024,1,0,1,0
309980,2017-06-21T06:00:00Z,Bromley,51.406608,0.11442,1,0,1,0
681120,2017-06-21T06:00:00Z,Bromley,51.406608,0.11442,1,0,1,0
233151,2014-10-31T12:03:00Z,Bromley,51.349825,0.009266,1,0,0,1
604291,2014-10-31T12:03:00Z,Bromley,51.349825,0.009266,1,0,0,1
284114,2016-08-25T19:00:00Z,Bromley,51.402331,-0.037746,1,0,0,1
655254,2016-08-25T19:00:00Z,Bromley,51.402331,-0.037746,1,0,0,1
629347,2015-03-02T07:45:00Z,Bromley,51.316775,0.032792,1,0,0,1
258207,2015-03-02T07:45:00Z,Bromley,51.316775,0.032792,1,0,0,1
629610,2015-07-05T10:15:00Z,Bromley,51.389946,0.034596,1,0,0,1
258470,2015-07-05T10:15:00Z,Bromley,51.389946,0.034596,1,0,0,1
348431,2019-02-15T05:00:00Z,Bromley,51.356536,0.08172,1,0,0,1
719571,2019-02-15T05:00:00Z,Bromley,51.356536,0.08172,1,0,0,1
629629,2015-07-11T10:01:00Z,Bromley,51.371758,0.09198,1,0,0,1
258489,2015-07-11T10:01:00Z,Bromley,51.371758,0.09198,1,0,0,1
15915,2005-02-15T16:28:00Z,Bromley,51.383826,0.11107,1,0,0,1
387055,2005-02-15T16:28:00Z,Bromley,51.383826,0.11107,1,0,0,1
160369,2011-05-21T11:48:00Z,Bromley,51.376309,0.109,1,0,0,1
531509,2011-05-21T11:48:00Z,Bromley,51.376309,0.109,1,0,0,1
336703,2018-12-30T15:35:00Z,Bromley,51.414673,-0.049873,1,0,0,1
707843,2018-12-30T15:35:00Z,Bromley,51.414673,-0.049873,1,0,0,1
283439,2016-11-17T12:04:00Z,Bromley,51.379463,0.006253,1,0,0,1
654579,2016-11-17T12:04:00Z,Bromley,51.379463,0.006253,1,0,0,1
16241,2005-07-01T08:00:00Z,Bromley,51.426698,0.046586,1,0,0,1
387381,2005-07-01T08:00:00Z,Bromley,51.426698,0.046586,1,0,0,1
233003,2014-08-04T07:40:00Z,Bromley,51.408956,-0.041345,1,0,1,0
604143,2014-08-04T07:40:00Z,Bromley,51.408956,-0.041345,1,0,1,0
208030,2013-09-03T18:40:00Z,Bromley,51.396528,0.028419,1,0,0,1
579170,2013-09-03T18:40:00Z,Bromley,51.396528,0.028419,1,0,0,1
